name,wall_thickness_mm,cooling_h_nominal_W_per_m2K,insertion_nominal_mm,transmural_probability,overheat_probability,depth_fraction_mean,depth_fraction_p10,depth_fraction_p50,depth_fraction_p90,lesion_depth_mean_mm,tmax_mean_C,tmax_p90_C,n_samples
standard_30W_30s,3.0,800.0,1.0,0.75,0.0,0.9942908691467007,0.9774243410850267,1.0,1.0,2.982872607440102,73.07853844472251,75.95204136982065,8
standard_30W_30s,3.0,800.0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,3.0,79.57700728649621,84.5747006928359,8
standard_30W_30s,3.0,800.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,87.01928125173774,90.29660977229742,8
standard_30W_30s,3.0,1500.0,0.5,0.125,0.0,0.8700574528457505,0.8039248371314999,0.872898392724211,0.933334667758775,2.610172358537252,63.44400666922212,65.98090519798572,8
standard_30W_30s,3.0,1500.0,1.0,0.375,0.0,0.96265210059864,0.8892497815307325,0.980987348692536,1.0,2.88795630179592,67.14791931440526,69.53686843599033,8
standard_30W_30s,3.0,1500.0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,3.0,72.50230250991291,74.99197648623324,8
standard_30W_30s,3.0,1500.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,78.5051263758588,80.66954102297105,8
standard_30W_30s,3.0,2500.0,0.5,0.0,0.0,0.8112691380985162,0.755463663322871,0.8060423803972459,0.8685410392791945,2.4338074142955484,60.915267791387485,62.60964778706087,8
standard_30W_30s,3.0,2500.0,1.0,0.25,0.0,0.9328434345839416,0.8807384870692871,0.9290032561811135,1.0,2.7985303037518245,64.81055057095969,68.0628910961427,8
standard_30W_30s,3.0,2500.0,1.5,0.875,0.0,0.9950718599590211,0.9881724639016506,1.0,1.0,2.9852155798770634,68.92445237530833,72.93177794001372,8
standard_30W_30s,3.0,2500.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,73.91566326710138,76.45902225321831,8
standard_30W_30s,4.0,800.0,0.5,0.0,0.0,0.6583174435394519,0.6254757640647418,0.6638817402807407,0.6815820104251551,2.6332697741578075,66.25844307178318,68.81517018436712,8
standard_30W_30s,4.0,800.0,1.0,0.0,0.0,0.7390184572739849,0.701927084463527,0.7491757454644487,0.7713528279528006,2.9560738290959394,71.46454343563514,74.37438275215099,8
standard_30W_30s,4.0,800.0,1.5,0.0,0.0,0.807944472203291,0.7747096292190362,0.8051109626763646,0.8406033809778002,3.231777888813164,77.24244230943819,81.82733598601756,8
standard_30W_30s,4.0,800.0,2.0,0.0,0.0,0.8753376137035751,0.8496928406070191,0.8628160992514236,0.9071481191716687,3.5013504548143004,84.76685490886321,89.6719684672671,8
standard_30W_30s,4.0,1500.0,0.5,0.0,0.0,0.5970513088775158,0.5635654451555036,0.5921350435255599,0.6304425307429168,2.388205235510063,61.677415716507085,62.86109886450064,8
standard_30W_30s,4.0,1500.0,1.0,0.0,0.0,0.6878406458393441,0.6444136096230663,0.6902160662067385,0.7296170125095279,2.7513625833573765,66.00340161163868,68.47573504561363,8
standard_30W_30s,4.0,1500.0,1.5,0.0,0.0,0.7654326907587767,0.7365255047641501,0.7566882854337738,0.8048765749828181,3.061730763035107,70.61958100642597,73.93675948470118,8
standard_30W_30s,4.0,1500.0,2.0,0.0,0.0,0.8384635775954289,0.793424755513268,0.8364403212497165,0.88613486388991,3.3538543103817156,76.85051559682572,82.3687585134057,8
standard_30W_30s,4.0,2500.0,0.5,0.0,0.0,0.5537683667604787,0.5110958992704474,0.5395464646873555,0.5989745499759113,2.2150734670419148,59.59655736223564,61.04205557290307,8
standard_30W_30s,4.0,2500.0,1.0,0.0,0.0,0.6470777574086601,0.5898078900073243,0.6506907667582315,0.6956980195022614,2.5883110296346405,62.94207597022231,65.26958467189836,8
standard_30W_30s,4.0,2500.0,1.5,0.0,0.0,0.7393818287742275,0.7161656662369679,0.7301136676923172,0.7701411807586788,2.95752731509691,67.4508005699847,69.18335980069193,8
