name,wall_thickness_mm,cooling_h_nominal_W_per_m2K,insertion_nominal_mm,transmural_probability,transmural_probability_ci_low,transmural_probability_ci_high,overheat_probability,overheat_probability_ci_low,overheat_probability_ci_high,depth_fraction_mean,depth_fraction_p10,depth_fraction_p50,depth_fraction_p90,lesion_depth_mean_mm,lesion_width_mean_mm,lesion_area_mean_mm2,depth_to_width_ratio_mean,tmax_mean_C,tmax_p90_C,n_samples
standard_30W_30s,3.0,1500.0,1.0,0.28125,0.18593226105484584,0.40134162399503504,0.0,0.0,0.056626022971156334,0.9669602081581006,0.9148592699151574,0.9732749291089022,1.0,2.9008806244743015,3.835131714658342,9.053310706967263,0.7576022577451776,67.43905324908889,70.32318423428795,64.0
standard_30W_30s,3.0,1500.0,1.5,0.96875,0.8930250611770575,0.9913880422874833,0.0,0.0,0.056626022971156334,0.9992250601812795,1.0,1.0,1.0,2.9976751805438386,4.282754860843266,11.009842469262356,0.7014596354873442,72.41474159154754,76.18173915074605,64.0
standard_30W_30s,3.0,1500.0,2.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,3.0,4.687058567708223,12.486347336065641,0.6412225991122997,78.43983324049663,82.66610366743117,64.0
standard_30W_30s,3.0,2500.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.8082829960112637,0.7386656022913883,0.8111852914352394,0.8700163723194372,2.4248489880337916,2.8728640789722415,5.020370133196749,0.8467325257381696,60.82583751942264,62.39677164579683,64.0
standard_30W_30s,3.0,2500.0,1.0,0.078125,0.03383067809543547,0.1701975287864777,0.0,0.0,0.056626022971156334,0.9271233809662544,0.8715835115018338,0.9242865856079447,0.9870048319413613,2.781370142898763,3.4583372943211828,7.412493596311516,0.8053189174690505,64.44105920099261,66.75456273757395,64.0
standard_30W_30s,3.0,2500.0,1.5,0.8125,0.7002540844522482,0.889354651190779,0.0,0.0,0.056626022971156334,0.9956464792795308,0.9867797689720906,1.0,1.0,2.986939437838592,3.9476592825977472,9.579789959016447,0.758036695165551,68.76805568752964,70.99206228398431,64.0
standard_30W_30s,3.0,2500.0,2.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,3.0,4.368326674220057,11.250749231557439,0.687978057236711,73.81304623822764,76.09937032838369,64.0
standard_30W_30s,4.0,800.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.658607662876332,0.6173561629929654,0.6500527809846955,0.7072746424568521,2.634430651505328,3.7300454640270355,8.189081632653107,0.70724857154156,66.2099845755389,69.20064265013818,64.0
standard_30W_30s,4.0,800.0,1.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.7376166093740791,0.6896758847353299,0.7393031302261991,0.7767340062216818,2.9504664374963165,4.218186223755994,10.42209183673475,0.700099143269113,71.33863608685382,74.65994530421248,64.0
standard_30W_30s,4.0,800.0,1.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.8099511891849565,0.7770165923356475,0.8084301358843732,0.8436138879294655,3.239804756739826,4.65307464507522,12.596728316326601,0.6965657721974363,77.49244566771095,81.95490596458451,64.0
standard_30W_30s,4.0,800.0,2.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.8742770693896188,0.8401268444085389,0.8712868489690093,0.9093563447195797,3.497108277558475,5.034038219969709,14.688367346938858,0.695055812486608,84.71244351487063,89.00049382977261,64.0
standard_30W_30s,4.0,1500.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.5985085363980438,0.5409297984886519,0.6032002466146638,0.6553943122493451,2.394034145592175,3.0794860880768544,5.64669642857146,0.7793016232141293,61.81447506195869,64.1385098470475,64.0
